abuse_number,city_name,fac_name,fac_type,inv_comp_date,online_incident_date
SL047030,MONMOUTH,HERON POINTE,ALF, 10/12/2004, 06/30/2004
DA120128,MONMOUTH,HERON POINTE ASSISTED LIVING COMMUNITY,ALF, 09/24/2012, 04/23/2012
DA129033,MONMOUTH,HERON POINTE ASSISTED LIVING COMMUNITY,ALF, 04/09/2012, 01/07/2012
DA128849,MONMOUTH,HERON POINTE ASSISTED LIVING COMMUNITY,ALF, 03/26/2012, 11/19/2011
MM104411,MONMOUTH,HERON POINTE ASSISTED LIVING COMMUNITY,ALF, 08/13/2010, 05/26/2010
DA103925,MONMOUTH,HERON POINTE ASSISTED LIVING COMMUNITY,ALF, 06/04/2010, 04/02/2010
DA087227A,MONMOUTH,HERON POINTE ASSISTED LIVING COMMUNITY,ALF, 07/10/2008, 03/21/2008
DA087227B,MONMOUTH,HERON POINTE ASSISTED LIVING COMMUNITY,ALF, 07/10/2008, 03/21/2008
CO13130,BEND,HIGH DESERT ASSISTED LIVING COMMUNITY,ALF, 11/07/2013, 11/07/2013
RD132961,BEND,HIGH DESERT ASSISTED LIVING COMMUNITY,ALF, 05/29/2013, 03/21/2013
BO121453,BEND,HIGH DESERT ASSISTED LIVING COMMUNITY,ALF, 11/20/2012, 09/02/2012
RD121057,BEND,HIGH DESERT ASSISTED LIVING COMMUNITY,ALF, 10/08/2012, 08/18/2012
RD121031,BEND,HIGH DESERT ASSISTED LIVING COMMUNITY,ALF, 10/15/2012, 08/15/2012
RD120980,BEND,HIGH DESERT ASSISTED LIVING COMMUNITY,ALF, 10/15/2012, 08/09/2012
BO088956,BEND,HIGH DESERT ASSISTED LIVING COMMUNITY,ALF, 10/09/2008, 08/20/2008
RD076187,BEND,HIGH DESERT ASSISTED LIVING COMMUNITY,ALF, 12/12/2007, 10/26/2007
BO073677,BEND,HIGH DESERT ASSISTED LIVING COMMUNITY,ALF, 02/14/2007, 01/30/2007
BD41182A,BEND,HIGH DESERT ASSISTED LIVING COMMUNITY,ALF, 10/11/2004, 08/02/2004
BD41182B,BEND,HIGH DESERT ASSISTED LIVING COMMUNITY,ALF, 10/11/2004, 08/02/2004
RD42185,BEND,HIGH DESERT ASSISTED LIVING COMMUNITY,ALF, 09/14/2004, 07/22/2004
CO13131,WARM SPRINGS,HIGH LOOKEE LODGE,ALF, 09/12/2013, 09/12/2013
RD132974,WARM SPRINGS,HIGH LOOKEE LODGE,ALF, 06/19/2013, 04/05/2013
RD120485,WARM SPRINGS,HIGH LOOKEE LODGE,ALF, 07/31/2012, 05/24/2012
CO09120,WARM SPRINGS,HIGH LOOKEE LODGE,ALF, 12/21/2009, 10/21/2009
RD092407,WARM SPRINGS,HIGH LOOKEE LODGE,ALF, 10/26/2009, 08/26/2009
RD32097,WARM SPRINGS,HIGH LOOKEE LODGE,ALF, 12/11/2003, 08/22/2003
NW120696,LINCOLN CITY,HILLSIDE HOUSE,ALF, 08/21/2012, 05/20/2012
NW120734,LINCOLN CITY,HILLSIDE HOUSE,ALF, 08/22/2012, 05/18/2012
NW159403,LINCOLN CITY,HILLSIDE HOUSE,ALF, 02/22/2006, 11/09/2005
NW159393,LINCOLN CITY,HILLSIDE HOUSE,ALF, 01/13/2006, 10/24/2005
NW159376,LINCOLN CITY,HILLSIDE HOUSE,ALF, 11/17/2005, 09/26/2005
NW159388,LINCOLN CITY,HILLSIDE HOUSE,ALF, 12/05/2005, 09/12/2005
NW159358A,LINCOLN CITY,HILLSIDE HOUSE,ALF, 03/03/2006, 08/05/2005
NW159360,LINCOLN CITY,HILLSIDE HOUSE,ALF, 09/07/2005, 06/01/2005
NW159357,LINCOLN CITY,HILLSIDE HOUSE,ALF, 09/07/2005, 05/22/2005
NW159318,LINCOLN CITY,HILLSIDE HOUSE,ALF, 09/07/2005, 05/04/2005
NW159318,LINCOLN CITY,HILLSIDE HOUSE,ALF, 09/07/2005, 05/04/2005
NW159367,LINCOLN CITY,HILLSIDE HOUSE,ALF, 12/12/2005, 05/03/2005
NW169412,LINCOLN CITY,HILLSIDE HOUSE,ALF, 01/19/2006, 03/28/2005
NW159296,LINCOLN CITY,HILLSIDE HOUSE,ALF, 08/30/2005, 02/28/2005
NW149233,LINCOLN CITY,HILLSIDE HOUSE,ALF, 06/14/2004, 03/01/2004
NW149225,LINCOLN CITY,HILLSIDE HOUSE,ALF, 02/27/2004, 01/22/2004
NW149246,LINCOLN CITY,HILLSIDE HOUSE,ALF, 05/04/2004, 01/14/2004
NW149224,LINCOLN CITY,HILLSIDE HOUSE,ALF, 03/01/2004, 12/23/2003
CO16011,MILWAUKIE,HOMEWOOD HEIGHTS ASSISTED LIVING,ALF, 12/18/2015, 12/18/2015
BH116221,MILWAUKIE,HOMEWOOD HEIGHTS ASSISTED LIVING,ALF, 06/16/2011, 12/25/2010
BF092684,MILWAUKIE,HOMEWOOD HEIGHTS ASSISTED LIVING,ALF, 04/01/2010, 05/15/2009
CK088214,MILWAUKIE,HOMEWOOD HEIGHTS ASSISTED LIVING,ALF, 09/02/2008, 07/08/2008
CK076200,MILWAUKIE,HOMEWOOD HEIGHTS ASSISTED LIVING,ALF, 01/11/2008, 10/02/2007
BC074111,GRESHAM,HUNTINGTON TERRACE ASSISTED LIVING RESIDENCE,ALF, 04/05/2007, 01/24/2007
NB120152,NORTH BEND,INLAND POINT ASSISTED LIVING RESIDENCE,ALF, 07/10/2012, 05/30/2012
NB116220,NORTH BEND,INLAND POINT ASSISTED LIVING RESIDENCE,ALF, 05/18/2011, 01/24/2011
NB076298A,NORTH BEND,INLAND POINT ASSISTED LIVING RESIDENCE,ALF, 05/21/2008, 10/18/2007
NB076298B,NORTH BEND,INLAND POINT ASSISTED LIVING RESIDENCE,ALF, 05/21/2008, 10/18/2007
NB075940B,NORTH BEND,INLAND POINT ASSISTED LIVING RESIDENCE,ALF, 03/05/2008, 09/22/2007
NB075940D,NORTH BEND,INLAND POINT ASSISTED LIVING RESIDENCE,ALF, 03/05/2008, 09/22/2007
NB061684,NORTH BEND,INLAND POINT ASSISTED LIVING RESIDENCE,ALF, 05/10/2006, 05/01/2006
BC091501,PORTLAND,IRVINGTON VILLAGE,ALF, 07/21/2009, 06/08/2009
BC090184,PORTLAND,IRVINGTON VILLAGE,ALF, 02/19/2009, 01/01/2009
BC076104,PORTLAND,IRVINGTON VILLAGE,ALF, 11/23/2007, 11/09/2007
CO06062,PORTLAND,IRVINGTON VILLAGE,ALF, 09/04/2006, 08/28/2006
BC062643,PORTLAND,IRVINGTON VILLAGE,ALF, 11/02/2006, 08/22/2006
MA0223,PORTLAND,IRVINGTON VILLAGE,ALF, 07/21/2005, 05/08/2005
MA0202,PORTLAND,IRVINGTON VILLAGE,ALF, 12/22/2004, 12/10/2004
MA0135,PORTLAND,IRVINGTON VILLAGE,ALF, 10/02/2003, 07/27/2003
MS120058A,TALENT,JACKSON HOUSE ASSISTED LIVING,ALF, 08/09/2012, 05/05/2012
MS120058B,TALENT,JACKSON HOUSE ASSISTED LIVING,ALF, 08/09/2012, 05/05/2012
MS129459,TALENT,JACKSON HOUSE ASSISTED LIVING,ALF, 05/09/2012, 03/03/2012
MS116181A,TALENT,JACKSON HOUSE ASSISTED LIVING,ALF, 04/19/2011, 12/19/2010
MS105192,TALENT,JACKSON HOUSE ASSISTED LIVING,ALF, 01/13/2011, 12/15/2009
MS088366,TALENT,JACKSON HOUSE ASSISTED LIVING,ALF, 10/09/2008, 08/01/2008
HB151691,FOREST GROVE,JENNINGS - MCCALL CENTER,ALF, 07/22/2015, 06/23/2015
HB129689,FOREST GROVE,JENNINGS - MCCALL CENTER,ALF, 06/12/2012, 03/31/2012
HB129689,FOREST GROVE,JENNINGS - MCCALL CENTER,ALF, 06/12/2012, 03/31/2012
HB117007,FOREST GROVE,JENNINGS - MCCALL CENTER,ALF, 07/25/2011, 05/18/2011
CO09114,FOREST GROVE,JENNINGS - MCCALL CENTER,ALF, 11/03/2009, 10/01/2009
HB091826,FOREST GROVE,JENNINGS - MCCALL CENTER,ALF, 10/09/2009, 04/17/2009
HB090623,FOREST GROVE,JENNINGS - MCCALL CENTER,ALF, 05/22/2009, 03/17/2009
HB087977,FOREST GROVE,JENNINGS - MCCALL CENTER,ALF, 08/18/2008, 06/17/2008
HB143287A,FOREST GROVE,JENNINGS - MCCALL CENTER,ALF, 03/15/2004, 01/14/2004
HB143287B,FOREST GROVE,JENNINGS - MCCALL CENTER,ALF, 03/15/2004, 01/14/2004
HB133247,FOREST GROVE,JENNINGS - MCCALL CENTER,ALF, 01/31/2005, 10/18/2003
BC104549,PORTLAND,JOHNSON ASSISTED LIVING,ALF, 06/22/2010, 06/11/2010
BC103161,PORTLAND,JOHNSON ASSISTED LIVING,ALF, 02/10/2010, 01/09/2010
ES153457,JUNCTION CITY,JUNCTION CITY RETIREMENT & ASSISTED LIVING RESIDEN,ALF, 12/31/2015, 10/20/2015
ES134530A,JUNCTION CITY,JUNCTION CITY RETIREMENT & ASSISTED LIVING RESIDEN,ALF, 12/03/2013, 09/06/2013
ES134530C,JUNCTION CITY,JUNCTION CITY RETIREMENT & ASSISTED LIVING RESIDEN,ALF, 12/03/2013, 09/06/2013
ES092525,JUNCTION CITY,JUNCTION CITY RETIREMENT & ASSISTED LIVING RESIDEN,ALF, 09/01/2010, 07/01/2009
PT105143,PENDLETON,JUNIPER HOUSE,ALF, 09/29/2010, 05/28/2010
PT132051,PENDLETON,JUNIPER HOUSE,ALF, 04/28/2003, 01/03/2003
TM063288,TILLAMOOK,KILCHIS HOUSE,ALF, 02/01/2007, 11/17/2006
SS71035,TILLAMOOK,KILCHIS HOUSE,ALF, 04/06/2005, 02/07/2005
MV121747,STAYTON,LAKESIDE ASSISTED LIVING COMMUNITY,ALF, 01/24/2013, 11/07/2012
MV120345,STAYTON,LAKESIDE ASSISTED LIVING COMMUNITY,ALF, 09/05/2012, 06/21/2012
MV120345,STAYTON,LAKESIDE ASSISTED LIVING COMMUNITY,ALF, 09/05/2012, 06/21/2012
CO10102,STAYTON,LAKESIDE ASSISTED LIVING COMMUNITY,ALF, 10/18/2010, 10/04/2010
SL063330,STAYTON,LAKESIDE ASSISTED LIVING COMMUNITY,ALF, 01/30/2007, 12/19/2006
MV061469,STAYTON,LAKESIDE ASSISTED LIVING COMMUNITY,ALF, 05/15/2006, 04/03/2006
SL057330,STAYTON,LAKESIDE ASSISTED LIVING COMMUNITY,ALF, 07/05/2005, 06/11/2005
SL057324,STAYTON,LAKESIDE ASSISTED LIVING COMMUNITY,ALF, 06/27/2005, 05/31/2005
SL036668,STAYTON,LAKESIDE ASSISTED LIVING COMMUNITY,ALF, 11/07/2003, 10/06/2003
NW152349,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 03/04/2016, 07/29/2015
NW152170,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 05/20/2016, 07/19/2015
NW152075,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 03/04/2016, 05/13/2015
NW152105,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 12/21/2015, 04/24/2015
NW152086,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 03/23/2016, 04/20/2015
NW152085,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 03/04/2016, 04/06/2015
NW152104,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 12/21/2015, 04/02/2015
NW148928,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 11/02/2015, 10/02/2014
NW148926,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 11/02/2015, 09/14/2014
NW135502,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 06/25/2014, 12/08/2013
NW132941,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 04/30/2013, 02/01/2013
CO13008,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 01/25/2013, 01/25/2013
NW132703,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 04/02/2013, 01/14/2013
NW132703,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 04/02/2013, 01/14/2013
NW132572,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 04/02/2013, 12/20/2012
NW121927,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 01/11/2013, 09/20/2012
NW121406,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 11/30/2012, 09/01/2012
NW121793,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 12/21/2012, 08/31/2012
NW121407,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 11/28/2012, 08/28/2012
NW121408,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 12/14/2012, 08/23/2012
NW121408,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 12/14/2012, 08/23/2012
NW120904,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 10/12/2012, 06/28/2012
NW129326,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 04/13/2012, 01/27/2012
NW129326,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 04/13/2012, 01/27/2012
NW117716,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 07/12/2012, 06/07/2011
CO10078,LINCOLN CITY,LAKEVIEW SENIOR LIVING,ALF, 06/15/2010, 06/11/2010
MV120053,SALEM,LANCASTER ASSISTED LIVING,ALF, 07/11/2012, 05/12/2012
MV074139,SALEM,LANCASTER ASSISTED LIVING,ALF, 05/23/2007, 01/21/2007
MV167280,SALEM,LANCASTER VILLAGE,ALF, 10/31/2016, 08/26/2016
MV120721,SALEM,LANCASTER VILLAGE,ALF, 05/07/2013, 07/14/2012
MV116678,SALEM,LANCASTER VILLAGE,ALF, 05/17/2011, 04/02/2011
MV116678,SALEM,LANCASTER VILLAGE,ALF, 05/17/2011, 04/02/2011
HB132851,PORTLAND,LAUREL PARC AT BETHANY,ALF, 10/16/2013, 04/05/2013
HB121352,PORTLAND,LAUREL PARC AT BETHANY,ALF, 12/04/2012, 10/15/2012
BC146280,PORTLAND,LAURELHURST HOUSE,ALF, 04/29/2014, 03/05/2014
BC146182,PORTLAND,LAURELHURST HOUSE,ALF, 03/31/2014, 02/22/2014
BC103871,PORTLAND,LAURELHURST HOUSE,ALF, 04/20/2010, 03/26/2010
BC103770A,PORTLAND,LAURELHURST HOUSE,ALF, 04/23/2010, 03/05/2010
BC103359,PORTLAND,LAURELHURST HOUSE,ALF, 02/22/2010, 01/26/2010
MA0109,PORTLAND,LAURELHURST HOUSE,ALF, 04/22/2003, 01/23/2003
MA0230,PORTLAND,LAURELHURST VILLAGE-THE TERRACE,ALF, 09/23/2005, 08/12/2005
NW139160B,LINCOLN CITY,LINCOLNSHIRE ASSISTED LIVING,ALF, 09/15/2003, 05/01/2003
NW139126A,LINCOLN CITY,LINCOLNSHIRE ASSISTED LIVING,ALF, 03/10/2003, 01/13/2003
NW139126B,LINCOLN CITY,LINCOLNSHIRE ASSISTED LIVING,ALF, 03/10/2003, 01/13/2003
NW086841,LINCOLN CITY,LINCOLNSHIRE ASSISTED LIVING COMMUNITY,ALF, 05/08/2008, 01/30/2008
NW074261A,LINCOLN CITY,LINCOLNSHIRE ASSISTED LIVING COMMUNITY,ALF, 06/20/2007, 03/24/2007
NW074097,LINCOLN CITY,LINCOLNSHIRE ASSISTED LIVING COMMUNITY,ALF, 04/24/2007, 01/22/2007
NW062035,LINCOLN CITY,LINCOLNSHIRE ASSISTED LIVING COMMUNITY,ALF, 08/02/2006, 05/11/2006
NW159303,LINCOLN CITY,LINCOLNSHIRE ASSISTED LIVING COMMUNITY,ALF, 04/18/2005, 03/10/2005
NW149253,LINCOLN CITY,LINCOLNSHIRE ASSISTED LIVING COMMUNITY,ALF, 10/21/2004, 05/09/2004
KF149192,KLAMATH FALLS,LINKVILLE HOUSE,ALF, 03/19/2015, 11/09/2014
KF133011,KLAMATH FALLS,LINKVILLE HOUSE,ALF, 05/30/2013, 04/22/2013
KF121841,KLAMATH FALLS,LINKVILLE HOUSE,ALF, 06/30/2016, 12/10/2012
KF121586,KLAMATH FALLS,LINKVILLE HOUSE,ALF, 02/07/2013, 11/11/2012
KF121294,KLAMATH FALLS,LINKVILLE HOUSE,ALF, 12/19/2012, 10/09/2012
KF120940,KLAMATH FALLS,LINKVILLE HOUSE,ALF, 11/21/2012, 08/26/2012
KF121088,KLAMATH FALLS,LINKVILLE HOUSE,ALF, 11/21/2012, 08/08/2012
KF121088,KLAMATH FALLS,LINKVILLE HOUSE,ALF, 11/21/2012, 08/08/2012
KF104073,KLAMATH FALLS,LINKVILLE HOUSE,ALF, 11/18/2011, 04/19/2010
KF087632,KLAMATH FALLS,LINKVILLE HOUSE,ALF, 07/14/2008, 05/09/2008
KF086606,KLAMATH FALLS,LINKVILLE HOUSE,ALF, 03/17/2008, 01/11/2008
KF073622,KLAMATH FALLS,LINKVILLE HOUSE,ALF, 03/15/2007, 01/29/2007
KF062959,KLAMATH FALLS,LINKVILLE HOUSE,ALF, 12/26/2006, 10/26/2006
KF061130,KLAMATH FALLS,LINKVILLE HOUSE,ALF, 03/06/2006, 01/28/2006
KL51447A,KLAMATH FALLS,LINKVILLE HOUSE,ALF, 01/09/2006, 09/20/2005
ES166495,EUGENE,LONE OAK ASSISTED LIVING FACILITY,ALF, 08/05/2016, 07/02/2016
ES164642,EUGENE,LONE OAK ASSISTED LIVING FACILITY,ALF, 06/30/2016, 02/15/2016
ES133615,EUGENE,LONE OAK ASSISTED LIVING FACILITY,ALF, 11/18/2013, 06/22/2013
ES121741,EUGENE,LONE OAK ASSISTED LIVING FACILITY,ALF, 01/23/2013, 11/15/2012
ES120516A,EUGENE,LONE OAK ASSISTED LIVING FACILITY,ALF, 05/30/2013, 07/13/2012
ES120384A,EUGENE,LONE OAK ASSISTED LIVING FACILITY,ALF, 07/16/2012, 06/22/2012
ES118227,EUGENE,LONE OAK ASSISTED LIVING FACILITY,ALF, 01/26/2012, 10/13/2011
ES099971,EUGENE,LONE OAK ASSISTED LIVING FACILITY,ALF, 03/09/2009, 01/16/2009
ES089729,EUGENE,LONE OAK ASSISTED LIVING FACILITY,ALF, 02/20/2009, 12/24/2008
ES089399,EUGENE,LONE OAK ASSISTED LIVING FACILITY,ALF, 12/02/2008, 06/26/2008
ES087547,EUGENE,LONE OAK ASSISTED LIVING FACILITY,ALF, 06/27/2008, 05/02/2008
EG99954,EUGENE,LONE OAK ASSISTED LIVING FACILITY,ALF, 03/07/2005, 02/25/2005
EG99480,EUGENE,LONE OAK ASSISTED LIVING FACILITY,ALF, 11/10/2004, 09/13/2004
EG99284A,EUGENE,LONE OAK ASSISTED LIVING FACILITY,ALF, 08/09/2004, 07/06/2004
EG99042,EUGENE,LONE OAK ASSISTED LIVING FACILITY,ALF, 03/29/2004, 03/19/2004
EG99024,EUGENE,LONE OAK ASSISTED LIVING FACILITY,ALF, 10/19/2004, 03/15/2004
EG99013,EUGENE,LONE OAK ASSISTED LIVING FACILITY,ALF, 10/18/2004, 03/10/2004
EG98199,EUGENE,LONE OAK ASSISTED LIVING FACILITY,ALF, 04/21/2003, 03/07/2003
BC149518,PORTLAND,MACDONALD RESIDENCE,ALF, 01/05/2015, 12/04/2014
BC134273,PORTLAND,MACDONALD RESIDENCE,ALF, 10/07/2013, 08/29/2013
BC121428,PORTLAND,MACDONALD RESIDENCE,ALF, 12/10/2012, 10/25/2012
BC074387,PORTLAND,MACDONALD RESIDENCE,ALF, 05/01/2007, 04/04/2007
BC062513A,PORTLAND,MACDONALD RESIDENCE,ALF, 12/15/2006, 05/31/2006
MA0252,PORTLAND,MACDONALD RESIDENCE,ALF, 02/24/2006, 12/15/2005
MA0157B,PORTLAND,MACDONALD RESIDENCE,ALF, 01/30/2004, 12/13/2003
MA0128,PORTLAND,MACDONALD RESIDENCE,ALF, 07/31/2003, 06/14/2003
GB129239,BROOKINGS,MACKLYN HOUSE,ALF, 07/10/2012, 02/03/2012
GB118527B,BROOKINGS,MACKLYN HOUSE,ALF, 02/14/2012, 11/08/2011
GB104016,BROOKINGS,MACKLYN HOUSE,ALF, 06/10/2010, 04/02/2010
GB092309A,BROOKINGS,MACKLYN HOUSE,ALF, 04/15/2010, 10/12/2009
GB089066,BROOKINGS,MACKLYN HOUSE,ALF, 12/09/2008, 10/08/2008
GB088445A,BROOKINGS,MACKLYN HOUSE,ALF, 09/10/2008, 07/12/2008
GB087586,BROOKINGS,MACKLYN HOUSE,ALF, 07/31/2008, 03/27/2008
T1141434,BROOKINGS,MACKLYN HOUSE,ALF, 04/20/2004, 04/03/2004
T1131425,BROOKINGS,MACKLYN HOUSE,ALF, 12/24/2003, 10/07/2003
BH129783,LAKE OSWEGO,MARIE ROSE CENTER ASSISTED LIVING,ALF, 05/16/2012, 03/31/2012
CK075906,LAKE OSWEGO,MARIE ROSE CENTER ASSISTED LIVING,ALF, 11/14/2007, 10/01/2007
HB149410,FOREST GROVE,MARQUIS FOREST GROVE ASSISTED LIVING,ALF, 02/10/2015, 12/01/2014
HB147417,FOREST GROVE,MARQUIS FOREST GROVE ASSISTED LIVING,ALF, 09/15/2014, 06/16/2014
HB147157,FOREST GROVE,MARQUIS FOREST GROVE ASSISTED LIVING,ALF, 08/05/2014, 05/21/2014
HB132645,FOREST GROVE,MARQUIS VINTAGE SUITES AT FOREST GROVE,ALF, 05/22/2013, 03/14/2013
HB090072,FOREST GROVE,MARQUIS VINTAGE SUITES AT FOREST GROVE,ALF, 04/01/2009, 02/02/2009
HB074923A,FOREST GROVE,MARQUIS VINTAGE SUITES AT FOREST GROVE,ALF, 08/03/2007, 06/27/2007
HB062665B,FOREST GROVE,MARQUIS VINTAGE SUITES AT FOREST GROVE,ALF, 10/16/2006, 09/21/2006
CK062373,CANBY,MARQUIS VINTAGE SUITES AT HOPE VILLAGE,ALF, 10/04/2006, 07/31/2006
CK062293,CANBY,MARQUIS VINTAGE SUITES AT HOPE VILLAGE,ALF, 10/04/2006, 07/23/2006
CK050263,CANBY,MARQUIS VINTAGE SUITES AT HOPE VILLAGE,ALF, 10/11/2005, 08/07/2005
BC132090,PORTLAND,MARQUIS VINTAGE SUITES AT PIEDMONT,ALF, 04/02/2013, 01/05/2013
CO11112,PORTLAND,MARQUIS VINTAGE SUITES AT PIEDMONT,ALF, 09/12/2011, 08/31/2011
BC089249,PORTLAND,MARQUIS VINTAGE SUITES AT PIEDMONT,ALF, 11/10/2008, 09/16/2008
MA0233,PORTLAND,MARQUIS VINTAGE SUITES AT PIEDMONT,ALF, 09/15/2005, 08/25/2005
BH120008,WILSONVILLE,MARQUIS VINTAGE SUITES AT WILSONVILLE,ALF, 06/21/2012, 04/01/2012
CK086926,WILSONVILLE,MARQUIS VINTAGE SUITES AT WILSONVILLE,ALF, 04/16/2008, 02/15/2008
CK076403,WILSONVILLE,MARQUIS VINTAGE SUITES AT WILSONVILLE,ALF, 12/31/2007, 09/26/2007
CO06029,WILSONVILLE,MARQUIS VINTAGE SUITES AT WILSONVILLE,ALF, 03/30/2006, 03/02/2006
CK040200,WILSONVILLE,MARQUIS VINTAGE SUITES AT WILSONVILLE,ALF, 06/25/2004, 05/17/2004
CK030571,WILSONVILLE,MARQUIS VINTAGE SUITES AT WILSONVILLE,ALF, 02/19/2004, 12/03/2003
CK030300,WILSONVILLE,MARQUIS VINTAGE SUITES AT WILSONVILLE,ALF, 07/29/2003, 06/16/2003
CO16348,PENDLETON,MCKAY CREEK ESTATES,ALF, 12/02/2016, 10/20/2016
PT168039,PENDLETON,MCKAY CREEK ESTATES,ALF, 11/09/2016, 09/25/2016
PT149623,PENDLETON,MCKAY CREEK ESTATES,ALF, 01/07/2015, 11/20/2014
PT116048,PENDLETON,MCKAY CREEK ESTATES,ALF, 02/15/2011, 12/29/2010
PT090816B,PENDLETON,MCKAY CREEK ESTATES,ALF, 06/15/2009, 04/10/2009
SV089514,SUBLIMITY,MCKILLOP RESIDENCE,ALF, 01/08/2009, 11/29/2008
SV089300,SUBLIMITY,MCKILLOP RESIDENCE,ALF, 12/18/2008, 11/02/2008
SV088766,SUBLIMITY,MCKILLOP RESIDENCE,ALF, 10/02/2008, 09/14/2008
SV086444,SUBLIMITY,MCKILLOP RESIDENCE,ALF, 02/25/2008, 12/21/2007
SV062625,SUBLIMITY,MCKILLOP RESIDENCE,ALF, 10/30/2006, 09/09/2006
SL057416,SUBLIMITY,MCKILLOP RESIDENCE,ALF, 12/14/2005, 09/29/2005
BH164430,OREGON CITY,MCLOUGHLIN PLACE SENIOR LIVING,ALF, 03/22/2016, 01/21/2016
BH149694,OREGON CITY,MCLOUGHLIN PLACE SENIOR LIVING,ALF, 02/04/2015, 11/08/2014
BH149694,OREGON CITY,MCLOUGHLIN PLACE SENIOR LIVING,ALF, 02/04/2015, 11/08/2014
BH153757,OREGON CITY,MCLOUGHLIN PLACE SENIOR LIVING,ALF, 12/29/2015, 11/01/2014
BH121092,OREGON CITY,MCLOUGHLIN PLACE SENIOR LIVING,ALF, 10/17/2012, 09/12/2012
BH121090,OREGON CITY,MCLOUGHLIN PLACE SENIOR LIVING,ALF, 10/25/2012, 08/31/2012
BH120089,OREGON CITY,MCLOUGHLIN PLACE SENIOR LIVING,ALF, 06/21/2012, 04/17/2012
BH120089,OREGON CITY,MCLOUGHLIN PLACE SENIOR LIVING,ALF, 06/21/2012, 04/17/2012
BH116303A,OREGON CITY,MCLOUGHLIN PLACE SENIOR LIVING,ALF, 03/22/2011, 12/23/2010
CK050142,OREGON CITY,MCLOUGHLIN PLACE SENIOR LIVING,ALF, 05/20/2005, 03/01/2005
MV153616,SALEM,MEADOW CREEK VILLAGE ASSISTED LIVING,ALF, 02/02/2016, 10/23/2015
MV149428A,SALEM,MEADOW CREEK VILLAGE ASSISTED LIVING RESIDENCE,ALF, 02/02/2015, 12/01/2014
MV148048,SALEM,MEADOW CREEK VILLAGE ASSISTED LIVING RESIDENCE,ALF, 10/29/2014, 08/02/2014
CO10017,SALEM,MEADOW CREEK VILLAGE ASSISTED LIVING RESIDENCE,ALF, 04/01/2010, 01/28/2010
SV092720,SALEM,MEADOW CREEK VILLAGE ASSISTED LIVING RESIDENCE,ALF, 01/25/2010, 11/16/2009
BA159976,BAKER CITY,MEADOWBROOK PLACE,ALF, 02/18/2015, 09/30/2014
BA159976,BAKER CITY,MEADOWBROOK PLACE,ALF, 02/18/2015, 09/30/2014
BA148390,BAKER CITY,MEADOWBROOK PLACE,ALF, 09/30/2014, 07/05/2014
BA148130A,BAKER CITY,MEADOWBROOK PLACE,ALF, 09/26/2014, 06/09/2014
BA148131B,BAKER CITY,MEADOWBROOK PLACE,ALF, 10/13/2014, 06/07/2014
BA147689,BAKER CITY,MEADOWBROOK PLACE,ALF, 09/09/2014, 06/04/2014
BA146576,BAKER CITY,MEADOWBROOK PLACE,ALF, 04/25/2014, 02/03/2014
BA145815,BAKER CITY,MEADOWBROOK PLACE,ALF, 03/25/2014, 12/27/2013
BA146519B,BAKER CITY,MEADOWBROOK PLACE,ALF, 04/25/2014, 12/26/2013
BA134885,BAKER CITY,MEADOWBROOK PLACE,ALF, 01/08/2014, 09/20/2013
CO12128,BAKER CITY,MEADOWBROOK PLACE,ALF, 11/13/2012, 11/15/2012
BA120926,BAKER CITY,MEADOWBROOK PLACE,ALF, 02/01/2013, 07/12/2012
OT129943,BAKER CITY,MEADOWBROOK PLACE,ALF, 10/09/2012, 04/26/2012
BA118179,BAKER CITY,MEADOWBROOK PLACE,ALF, 10/26/2011, 09/14/2011
BA104945D,BAKER CITY,MEADOWBROOK PLACE,ALF, 09/23/2010, 04/05/2010
