abuse_number,city_name,fac_type,inv_comp_date,online_fac_name,online_incident_date
CK062293,CANBY,ALF, 10/04/2006,MARQUIS VINTAGE SUITES AT HOPE VILLAGE, 07/23/2006
CK050263,CANBY,ALF, 10/11/2005,MARQUIS VINTAGE SUITES AT HOPE VILLAGE, 08/07/2005
BC132090,PORTLAND,ALF, 04/02/2013,MARQUIS VINTAGE SUITES AT PIEDMONT, 01/05/2013
CO11112,PORTLAND,ALF, 09/12/2011,MARQUIS VINTAGE SUITES AT PIEDMONT, 08/31/2011
BC089249,PORTLAND,ALF, 11/10/2008,MARQUIS VINTAGE SUITES AT PIEDMONT, 09/16/2008
MA0233,PORTLAND,ALF, 09/15/2005,MARQUIS VINTAGE SUITES AT PIEDMONT, 08/25/2005
BH120008,WILSONVILLE,ALF, 06/21/2012,MARQUIS VINTAGE SUITES AT WILSONVILLE, 04/01/2012
CK086926,WILSONVILLE,ALF, 04/16/2008,MARQUIS VINTAGE SUITES AT WILSONVILLE, 02/15/2008
CK076403,WILSONVILLE,ALF, 12/31/2007,MARQUIS VINTAGE SUITES AT WILSONVILLE, 09/26/2007
CO06029,WILSONVILLE,ALF, 03/30/2006,MARQUIS VINTAGE SUITES AT WILSONVILLE, 03/02/2006
CK040200,WILSONVILLE,ALF, 06/25/2004,MARQUIS VINTAGE SUITES AT WILSONVILLE, 05/17/2004
CK030571,WILSONVILLE,ALF, 02/19/2004,MARQUIS VINTAGE SUITES AT WILSONVILLE, 12/03/2003
CK030300,WILSONVILLE,ALF, 07/29/2003,MARQUIS VINTAGE SUITES AT WILSONVILLE, 06/16/2003
CO16348,PENDLETON,ALF, 12/02/2016,MCKAY CREEK ESTATES, 10/20/2016
PT168039,PENDLETON,ALF, 11/09/2016,MCKAY CREEK ESTATES, 09/25/2016
PT149623,PENDLETON,ALF, 01/07/2015,MCKAY CREEK ESTATES, 11/20/2014
PT116048,PENDLETON,ALF, 02/15/2011,MCKAY CREEK ESTATES, 12/29/2010
PT090816B,PENDLETON,ALF, 06/15/2009,MCKAY CREEK ESTATES, 04/10/2009
SV089514,SUBLIMITY,ALF, 01/08/2009,MCKILLOP RESIDENCE, 11/29/2008
SV089300,SUBLIMITY,ALF, 12/18/2008,MCKILLOP RESIDENCE, 11/02/2008
SV088766,SUBLIMITY,ALF, 10/02/2008,MCKILLOP RESIDENCE, 09/14/2008
SV086444,SUBLIMITY,ALF, 02/25/2008,MCKILLOP RESIDENCE, 12/21/2007
SV062625,SUBLIMITY,ALF, 10/30/2006,MCKILLOP RESIDENCE, 09/09/2006
SL057416,SUBLIMITY,ALF, 12/14/2005,MCKILLOP RESIDENCE, 09/29/2005
BH164430,OREGON CITY,ALF, 03/22/2016,MCLOUGHLIN PLACE SENIOR LIVING, 01/21/2016
BH149694,OREGON CITY,ALF, 02/04/2015,MCLOUGHLIN PLACE SENIOR LIVING, 11/08/2014
BH149694,OREGON CITY,ALF, 02/04/2015,MCLOUGHLIN PLACE SENIOR LIVING, 11/08/2014
BH153757,OREGON CITY,ALF, 12/29/2015,MCLOUGHLIN PLACE SENIOR LIVING, 11/01/2014
BH121092,OREGON CITY,ALF, 10/17/2012,MCLOUGHLIN PLACE SENIOR LIVING, 09/12/2012
BH121090,OREGON CITY,ALF, 10/25/2012,MCLOUGHLIN PLACE SENIOR LIVING, 08/31/2012
BH120089,OREGON CITY,ALF, 06/21/2012,MCLOUGHLIN PLACE SENIOR LIVING, 04/17/2012
BH120089,OREGON CITY,ALF, 06/21/2012,MCLOUGHLIN PLACE SENIOR LIVING, 04/17/2012
BH116303A,OREGON CITY,ALF, 03/22/2011,MCLOUGHLIN PLACE SENIOR LIVING, 12/23/2010
CK050142,OREGON CITY,ALF, 05/20/2005,MCLOUGHLIN PLACE SENIOR LIVING, 03/01/2005
MV153616,SALEM,ALF, 02/02/2016,MEADOW CREEK VILLAGE ASSISTED LIVING, 10/23/2015
MV149428A,SALEM,ALF, 02/02/2015,MEADOW CREEK VILLAGE ASSISTED LIVING RESIDENCE, 12/01/2014
MV148048,SALEM,ALF, 10/29/2014,MEADOW CREEK VILLAGE ASSISTED LIVING RESIDENCE, 08/02/2014
CO10017,SALEM,ALF, 04/01/2010,MEADOW CREEK VILLAGE ASSISTED LIVING RESIDENCE, 01/28/2010
SV092720,SALEM,ALF, 01/25/2010,MEADOW CREEK VILLAGE ASSISTED LIVING RESIDENCE, 11/16/2009
BA159976,BAKER CITY,ALF, 02/18/2015,MEADOWBROOK PLACE, 09/30/2014
BA159976,BAKER CITY,ALF, 02/18/2015,MEADOWBROOK PLACE, 09/30/2014
BA148390,BAKER CITY,ALF, 09/30/2014,MEADOWBROOK PLACE, 07/05/2014
BA148130A,BAKER CITY,ALF, 09/26/2014,MEADOWBROOK PLACE, 06/09/2014
BA148131B,BAKER CITY,ALF, 10/13/2014,MEADOWBROOK PLACE, 06/07/2014
BA147689,BAKER CITY,ALF, 09/09/2014,MEADOWBROOK PLACE, 06/04/2014
BA146576,BAKER CITY,ALF, 04/25/2014,MEADOWBROOK PLACE, 02/03/2014
BA145815,BAKER CITY,ALF, 03/25/2014,MEADOWBROOK PLACE, 12/27/2013
BA146519B,BAKER CITY,ALF, 04/25/2014,MEADOWBROOK PLACE, 12/26/2013
BA134885,BAKER CITY,ALF, 01/08/2014,MEADOWBROOK PLACE, 09/20/2013
CO12128,BAKER CITY,ALF, 11/13/2012,MEADOWBROOK PLACE, 11/15/2012
BA120926,BAKER CITY,ALF, 02/01/2013,MEADOWBROOK PLACE, 07/12/2012
OT129943,BAKER CITY,ALF, 10/09/2012,MEADOWBROOK PLACE, 04/26/2012
BA118179,BAKER CITY,ALF, 10/26/2011,MEADOWBROOK PLACE, 09/14/2011
BA104945D,BAKER CITY,ALF, 09/23/2010,MEADOWBROOK PLACE, 04/05/2010
BA091907,BAKER CITY,ALF, 09/04/2009,MEADOWBROOK PLACE, 07/28/2008
BA061737,BAKER CITY,ALF, 05/19/2006,MEADOWBROOK PLACE, 01/06/2006
ES165799,COTTAGE GROVE,ALF, 06/21/2016,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 05/12/2016
ES150544,COTTAGE GROVE,ALF, 04/02/2015,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 11/09/2014
ES149180,COTTAGE GROVE,ALF, 11/26/2014,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 11/06/2014
ES148198B,COTTAGE GROVE,ALF, 09/30/2014,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 08/13/2014
ES148198B,COTTAGE GROVE,ALF, 09/30/2014,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 08/13/2014
ES148044,COTTAGE GROVE,ALF, 08/26/2014,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 08/05/2014
ES146552,COTTAGE GROVE,ALF, 07/11/2014,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 03/27/2014
ES134765,COTTAGE GROVE,ALF, 12/03/2013,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 10/11/2013
ES134765,COTTAGE GROVE,ALF, 12/03/2013,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 10/11/2013
ES132102,COTTAGE GROVE,ALF, 12/30/2013,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 01/06/2013
ES132124,COTTAGE GROVE,ALF, 02/12/2013,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 12/29/2012
ES120625,COTTAGE GROVE,ALF, 04/04/2013,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 07/23/2012
ES129212,COTTAGE GROVE,ALF, 02/29/2012,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 12/12/2011
ES129212,COTTAGE GROVE,ALF, 02/29/2012,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 12/12/2011
CO10077,COTTAGE GROVE,ALF, 06/24/2010,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 06/23/2010
ES104221B,COTTAGE GROVE,ALF, 10/14/2010,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 05/05/2010
CO10043,COTTAGE GROVE,ALF, 05/24/2010,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 04/21/2010
CO10044,COTTAGE GROVE,ALF, 02/23/2010,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 02/10/2010
ES092509,COTTAGE GROVE,ALF, 02/18/2010,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 06/22/2009
ES099777,COTTAGE GROVE,ALF, 02/26/2009,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 12/29/2008
ES089578,COTTAGE GROVE,ALF, 02/04/2009,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 12/01/2008
ES086697,COTTAGE GROVE,ALF, 02/08/2008,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY, 01/29/2008
TD42308,THE DALLES,ALF, 09/07/2004,MILL CREEK POINT  ASSISTED LIVING RESIDENCE, 04/15/2004
BH129798,CLACKAMAS,ALF, 05/17/2012,MIRAMONT POINTE ASSISTED LIVING, 02/01/2012
BF092575,CLACKAMAS,ALF, 12/21/2009,MIRAMONT POINTE ASSISTED LIVING, 10/30/2009
MS148542,ROGUE RIVER,ALF, 11/11/2014,MORROW HEIGHTS RETIREMENT & ASSISTED LIVING COMMUN, 09/14/2014
MS118687,ASHLAND,ALF, 02/02/2012,MOUNTAIN VIEW SENIOR LIVING COMMUNITY, 11/14/2011
MS117665A,ASHLAND,ALF, 11/10/2011,MOUNTAIN VIEW SENIOR LIVING COMMUNITY, 08/06/2011
MS063118,ASHLAND,ALF, 02/27/2007,MOUNTAIN VIEW SENIOR LIVING COMMUNITY, 11/14/2006
CO14181,SEASIDE,ALF, 09/11/2014,NEAWANNA BY THE SEA, 09/11/2014
AS148406,SEASIDE,ALF, 09/25/2014,NEAWANNA BY THE SEA, 08/06/2014
CO14060,SEASIDE,ALF, 03/11/2014,NEAWANNA BY THE SEA, 02/27/2014
CO04091,SEASIDE,ALF, 08/09/2004,NEAWANNA BY THE SEA, 08/02/2004
AS062492A,SEASIDE,ALF, 10/17/2006,NECANICUM VILLAGE, 08/14/2006
SS71048,SEASIDE,ALF, 01/20/2006,NECANICUM VILLAGE, 11/26/2005
CO04047,SEASIDE,ALF, 06/14/2004,NECANICUM VILLAGE, 06/11/2004
CO12002,SEASIDE,ALF, 12/27/2011,NECANICUM VILLLAGE ASSISTED LIVING COMMUNITY, 12/07/2011
CO10035,SEASIDE,ALF, 05/13/2010,NECANICUM VILLLAGE ASSISTED LIVING COMMUNITY, 04/21/2010
AS091541,SEASIDE,ALF, 09/09/2009,NECANICUM VILLLAGE ASSISTED LIVING COMMUNITY, 06/27/2009
CO07140,SEASIDE,ALF, 11/15/2007,NECANICUM VILLLAGE ASSISTED LIVING COMMUNITY, 11/15/2007
CO15197,NEHALEM,ALF, 09/22/2015,NEHALEM BAY HOUSE, 09/22/2015
CO10117,NEHALEM,ALF, 11/09/2010,NEHALEM BAY HOUSE, 11/09/2010
SS61022,NEHALEM,ALF, 12/14/2004,NEHALEM BAY HOUSE, 06/03/2003
MS153284,MEDFORD,ALF, 12/10/2015,NORTHRIDGE CENTER, 10/26/2015
MS150715,MEDFORD,ALF, 06/10/2015,NORTHRIDGE CENTER, 03/26/2015
MS121700,MEDFORD,ALF, 01/04/2013,NORTHRIDGE CENTER, 11/25/2012
MS118029,MEDFORD,ALF, 11/18/2011,NORTHRIDGE CENTER, 09/05/2011
MS117335,MEDFORD,ALF, 09/13/2011,NORTHRIDGE CENTER, 06/29/2011
CO10049,MEDFORD,ALF, 06/04/2010,NORTHRIDGE CENTER, 05/26/2010
MS087898,MEDFORD,ALF, 06/30/2008,NORTHRIDGE CENTER, 06/10/2008
MF53189,MEDFORD,ALF, 12/27/2005,NORTHRIDGE CENTER, 09/05/2005
MF53137,MEDFORD,ALF, 10/03/2005,NORTHRIDGE CENTER, 07/26/2005
MF53040,MEDFORD,ALF, 06/27/2005,NORTHRIDGE CENTER, 04/22/2005
CO15163,NYSSA,ALF, 08/18/2015,NYSSA GARDENS ASSISTED LIVING FACILITY, 08/18/2015
CO10083,NYSSA,ALF, 08/06/2010,NYSSA GARDENS ASSISTED LIVING FACILITY, 07/28/2010
RS166505,ROSEBURG,ALF, 08/29/2016,OAK PARK ASSISTED LIVING COMMUNITY, 06/23/2016
RS164256,ROSEBURG,ALF, 03/09/2016,OAK PARK ASSISTED LIVING COMMUNITY, 01/05/2016
RS154126,ROSEBURG,ALF, 03/04/2016,OAK PARK ASSISTED LIVING COMMUNITY, 12/26/2015
RB147248,ROSEBURG,ALF, 09/03/2014,OAK PARK ASSISTED LIVING COMMUNITY, 04/21/2014
RB146983,ROSEBURG,ALF, 07/02/2014,OAK PARK ASSISTED LIVING COMMUNITY, 03/02/2014
RB145671,ROSEBURG,ALF, 03/07/2014,OAK PARK ASSISTED LIVING COMMUNITY, 01/06/2014
RB146197,ROSEBURG,ALF, 03/24/2014,OAK PARK ASSISTED LIVING COMMUNITY, 11/11/2013
RB133116,ROSEBURG,ALF, 06/07/2013,OAK PARK ASSISTED LIVING COMMUNITY, 05/01/2013
RB132711,ROSEBURG,ALF, 06/05/2013,OAK PARK ASSISTED LIVING COMMUNITY, 03/19/2013
RB121190,ROSEBURG,ALF, 12/06/2012,OAK PARK ASSISTED LIVING COMMUNITY, 09/30/2012
RB120973,ROSEBURG,ALF, 11/06/2012,OAK PARK ASSISTED LIVING COMMUNITY, 08/30/2012
RB129938,ROSEBURG,ALF, 06/26/2012,OAK PARK ASSISTED LIVING COMMUNITY, 04/21/2012
RB129601,ROSEBURG,ALF, 05/25/2012,OAK PARK ASSISTED LIVING COMMUNITY, 03/22/2012
RB129118A,ROSEBURG,ALF, 03/26/2012,OAK PARK ASSISTED LIVING COMMUNITY, 01/30/2012
RB099854,ROSEBURG,ALF, 02/24/2009,OAK PARK ASSISTED LIVING COMMUNITY, 12/20/2008
RB089248,ROSEBURG,ALF, 12/23/2008,OAK PARK ASSISTED LIVING COMMUNITY, 11/02/2008
RB087959,ROSEBURG,ALF, 08/01/2008,OAK PARK ASSISTED LIVING COMMUNITY, 06/10/2008
RB087846,ROSEBURG,ALF, 07/14/2008,OAK PARK ASSISTED LIVING COMMUNITY, 06/02/2008
RB087023,ROSEBURG,ALF, 04/15/2008,OAK PARK ASSISTED LIVING COMMUNITY, 02/29/2008
RB074700,ROSEBURG,ALF, 07/16/2007,OAK PARK ASSISTED LIVING COMMUNITY, 05/30/2007
RB074558,ROSEBURG,ALF, 07/16/2007,OAK PARK ASSISTED LIVING COMMUNITY, 04/09/2007
RB074154,ROSEBURG,ALF, 05/07/2007,OAK PARK ASSISTED LIVING COMMUNITY, 03/27/2007
RB073915,ROSEBURG,ALF, 05/24/2007,OAK PARK ASSISTED LIVING COMMUNITY, 03/01/2007
CO05063,ROSEBURG,ALF, 09/09/2005,OAK PARK ASSISTED LIVING COMMUNITY, 08/18/2005
RS152183B,ROSEBURG,ALF, 11/14/2005,OAK PARK ASSISTED LIVING COMMUNITY, 08/08/2005
RS141986A,ROSEBURG,ALF, 06/08/2004,OAK PARK ASSISTED LIVING COMMUNITY, 03/31/2004
RS141982,ROSEBURG,ALF, 12/15/2004,OAK PARK ASSISTED LIVING COMMUNITY, 03/18/2004
RS131934A,ROSEBURG,ALF, 03/08/2004,OAK PARK ASSISTED LIVING COMMUNITY, 12/17/2003
RS131815,ROSEBURG,ALF, 09/11/2003,OAK PARK ASSISTED LIVING COMMUNITY, 06/16/2003
AL087445,LEBANON,ALF, 05/08/2008,"OAKS AT LEBANON, THE", 03/18/2008
AD086733,LEBANON,ALF, 03/04/2008,"OAKS AT LEBANON, THE", 01/09/2008
CO05048,COOS BAY,ALF, 06/10/2005,OCEAN CREST, 05/25/2005
NB147366A,COOS BAY,ALF, 09/03/2014,OCEAN CREST RETIREMENT & ASSISTED LIVING COMMUNITY, 06/12/2014
NB134547,COOS BAY,ALF, 12/03/2013,OCEAN CREST RETIREMENT & ASSISTED LIVING COMMUNITY, 09/09/2013
NB133569,COOS BAY,ALF, 09/25/2013,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE, 06/21/2013
NB133569,COOS BAY,ALF, 09/25/2013,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE, 06/21/2013
NB120411,COOS BAY,ALF, 09/12/2012,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE, 07/02/2012
NB129970,COOS BAY,ALF, 05/31/2012,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE, 05/02/2012
NB128967,COOS BAY,ALF, 04/10/2012,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE, 01/17/2012
NB128967,COOS BAY,ALF, 04/10/2012,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE, 01/17/2012
RB128829B,COOS BAY,ALF, 02/15/2012,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE, 12/30/2011
RB128829B,COOS BAY,ALF, 02/15/2012,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE, 12/30/2011
NB129194A,COOS BAY,ALF, 03/14/2013,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE, 12/27/2011
NB129194A,COOS BAY,ALF, 03/14/2013,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE, 12/27/2011
NB129194B,COOS BAY,ALF, 03/14/2013,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE, 12/27/2011
NB129194B,COOS BAY,ALF, 03/14/2013,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE, 12/27/2011
NB118595,COOS BAY,ALF, 03/08/2012,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE, 11/28/2011
NB091451,COOS BAY,ALF, 08/14/2009,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE, 06/27/2009
NB090321,COOS BAY,ALF, 04/30/2009,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE, 02/27/2009
NB088570,COOS BAY,ALF, 12/23/2008,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE, 08/24/2008
NB088626,COOS BAY,ALF, 10/23/2008,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE, 08/22/2008
NB088468,COOS BAY,ALF, 10/23/2008,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE, 08/11/2008
NB076094,COOS BAY,ALF, 12/31/2007,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE, 11/10/2007
NB166838,COOS BAY,ALF, 09/01/2016,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING COMMUNITY, 07/26/2016
NB118072,COOS BAY,ALF, 01/07/2012,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN, 09/12/2011
NB118072,COOS BAY,ALF, 01/07/2012,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN, 09/12/2011
CO11115,COOS BAY,ALF, 09/08/2011,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN, 09/08/2011
NB105489,COOS BAY,ALF, 05/10/2011,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN, 10/13/2010
NB087505,COOS BAY,ALF, 07/02/2008,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN, 04/29/2008
NB087403A,COOS BAY,ALF, 05/27/2008,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN, 03/23/2008
NB086825,COOS BAY,ALF, 03/05/2008,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN, 01/24/2008
NB075782,COOS BAY,ALF, 12/31/2007,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN, 10/03/2007
NB074371,COOS BAY,ALF, 05/31/2007,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN, 04/06/2007
NB073830,COOS BAY,ALF, 03/20/2007,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN, 01/26/2007
NB062914,COOS BAY,ALF, 11/15/2006,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN, 06/20/2006
NB062190,COOS BAY,ALF, 10/20/2006,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN, 06/19/2006
NW134487,NEWPORT,ALF, 10/16/2013,OCEANVIEW ASSISTED LIVING RESIDENCE, 06/29/2013
CO12117,NEWPORT,ALF, 10/01/2012,OCEANVIEW ASSISTED LIVING RESIDENCE, 09/20/2012
CO10045,NEWPORT,ALF, 05/21/2010,OCEANVIEW ASSISTED LIVING RESIDENCE, 05/13/2010
CO07152,NEWPORT,ALF, 11/27/2007,OCEANVIEW ASSISTED LIVING RESIDENCE, 10/10/2007
NW075393,NEWPORT,ALF, 09/12/2007,OCEANVIEW ASSISTED LIVING RESIDENCE, 06/16/2007
NW074464,NEWPORT,ALF, 06/20/2007,OCEANVIEW ASSISTED LIVING RESIDENCE, 02/01/2007
NW061464,NEWPORT,ALF, 06/02/2006,OCEANVIEW ASSISTED LIVING RESIDENCE, 01/01/2006
BO152067,PRINEVILLE,ALF, 11/10/2015,OCHOCO VILLAGE ASSISTED LIVING, 07/01/2015
CO12090,PRINEVILLE,ALF, 06/12/2012,OCHOCO VILLAGE ASSISTED LIVING, 06/12/2012
CO12065,PRINEVILLE,ALF, 03/09/2012,OCHOCO VILLAGE ASSISTED LIVING, 03/09/2012
RD090248,PRINEVILLE,ALF, 03/05/2009,OCHOCO VILLAGE ASSISTED LIVING, 01/09/2009
RD089559,PRINEVILLE,ALF, 01/26/2009,OCHOCO VILLAGE ASSISTED LIVING, 11/22/2008
RD089175,PRINEVILLE,ALF, 11/03/2008,OCHOCO VILLAGE ASSISTED LIVING, 10/04/2008
DA129686,SALEM,ALF, 06/18/2012,ORCHARD HEIGHTS SENIOR COMMUNITY, 03/23/2012
DA129421,SALEM,ALF, 05/14/2012,ORCHARD HEIGHTS SENIOR COMMUNITY, 02/01/2012
DA129071,SALEM,ALF, 03/05/2012,ORCHARD HEIGHTS SENIOR COMMUNITY, 01/20/2012
DA117143,SALEM,ALF, 08/30/2011,ORCHARD HEIGHTS SENIOR COMMUNITY, 05/22/2011
DA092181,SALEM,ALF, 10/23/2009,ORCHARD HEIGHTS SENIOR COMMUNITY, 09/02/2009
DA091723,SALEM,ALF, 09/25/2009,ORCHARD HEIGHTS SENIOR COMMUNITY, 07/27/2009
DA091136A,SALEM,ALF, 07/16/2009,ORCHARD HEIGHTS SENIOR COMMUNITY, 05/17/2009
DA091178,SALEM,ALF, 07/27/2009,ORCHARD HEIGHTS SENIOR COMMUNITY, 03/06/2009
DA099877,SALEM,ALF, 03/09/2009,ORCHARD HEIGHTS SENIOR COMMUNITY, 12/23/2008
DA087638,SALEM,ALF, 06/20/2008,ORCHARD HEIGHTS SENIOR COMMUNITY, 04/26/2008
MS166372,MEDFORD,ALF, 08/19/2016,ORCHARDS ASSISTED LIVING, 06/24/2016
MF150229,MEDFORD,ALF, 04/14/2015,ORCHARDS ASSISTED LIVING, 02/12/2015
MS120175,MEDFORD,ALF, 09/04/2012,ORCHARDS ASSISTED LIVING, 05/30/2012
MS092914A,MEDFORD,ALF, 02/05/2010,ORCHARDS ASSISTED LIVING, 12/16/2009
MS090669,MEDFORD,ALF, 06/22/2009,ORCHARDS ASSISTED LIVING, 04/03/2009
MS086505,MEDFORD,ALF, 01/24/2008,ORCHARDS ASSISTED LIVING, 01/08/2008
MS075322,MEDFORD,ALF, 10/05/2007,ORCHARDS ASSISTED LIVING, 08/12/2007
MS073822,MEDFORD,ALF, 03/29/2007,ORCHARDS ASSISTED LIVING, 02/21/2007
MF53015,MEDFORD,ALF, 04/22/2005,ORCHARDS ASSISTED LIVING, 03/15/2005
MF42918,MEDFORD,ALF, 01/03/2005,ORCHARDS ASSISTED LIVING, 11/18/2004
PT105064,MILTON-FREEWATER,ALF, 09/09/2010,OREGON RETIREMENT CENTER, 07/28/2010
MM116395D,MCMINNVILLE,ALF, 05/24/2011,OSPREY POINTE ASSISTED LIVING COMMUNITY, 02/01/2011
MM116395E,MCMINNVILLE,ALF, 05/24/2011,OSPREY POINTE ASSISTED LIVING COMMUNITY, 02/01/2011
MM104820,MCMINNVILLE,ALF, 09/28/2010,OSPREY POINTE ASSISTED LIVING COMMUNITY, 04/25/2010
MM103324,MCMINNVILLE,ALF, 03/08/2010,OSPREY POINTE ASSISTED LIVING COMMUNITY, 01/25/2010
MM092373,MCMINNVILLE,ALF, 12/11/2009,OSPREY POINTE ASSISTED LIVING COMMUNITY, 10/13/2009
MM089457,MCMINNVILLE,ALF, 01/14/2009,OSPREY POINTE ASSISTED LIVING COMMUNITY, 11/20/2008
MM089439,MCMINNVILLE,ALF, 01/22/2009,OSPREY POINTE ASSISTED LIVING COMMUNITY, 11/01/2008
MM089140,MCMINNVILLE,ALF, 12/31/2008,OSPREY POINTE ASSISTED LIVING COMMUNITY, 10/21/2008
MM088273,MCMINNVILLE,ALF, 10/02/2008,OSPREY POINTE ASSISTED LIVING COMMUNITY, 07/17/2008
MM087978,MCMINNVILLE,ALF, 09/29/2008,OSPREY POINTE ASSISTED LIVING COMMUNITY, 06/15/2008
MM076305,MCMINNVILLE,ALF, 02/27/2008,OSPREY POINTE ASSISTED LIVING COMMUNITY, 12/09/2007
MM075750,MCMINNVILLE,ALF, 12/06/2007,OSPREY POINTE ASSISTED LIVING COMMUNITY, 10/03/2007
MC073856,MCMINNVILLE,ALF, 04/19/2007,OSPREY POINTE ASSISTED LIVING COMMUNITY, 02/11/2007
BH165007,LAKE OSWEGO,ALF, 04/14/2016,OSWEGO PLACE ASSISTED LIVING COMMUNITY, 12/08/2015
BH153731,LAKE OSWEGO,ALF, 03/31/2016,OSWEGO PLACE ASSISTED LIVING COMMUNITY, 06/02/2014
CO14008,LAKE OSWEGO,ALF, 11/21/2013,OSWEGO PLACE ASSISTED LIVING COMMUNITY, 11/21/2013
BH121637,LAKE OSWEGO,ALF, 12/20/2012,OSWEGO PLACE ASSISTED LIVING COMMUNITY, 10/02/2012
BH134275,LAKE OSWEGO,ALF, 11/21/2013,OSWEGO PLACE ASSISTED LIVING COMMUNITY, 07/06/2012
CO10008,LAKE OSWEGO,ALF, 02/12/2010,OSWEGO PLACE ASSISTED LIVING COMMUNITY, 11/12/2009
BG104363A,LAKE OSWEGO,ALF, 08/04/2010,OSWEGO PLACE ASSISTED LIVING COMMUNITY, 06/14/2009
CK087285A,LAKE OSWEGO,ALF, 06/20/2008,OSWEGO PLACE ASSISTED LIVING COMMUNITY, 03/09/2008
CK086814A,LAKE OSWEGO,ALF, 04/01/2008,OSWEGO PLACE ASSISTED LIVING COMMUNITY, 02/05/2008
BC116433,PORTLAND,ALF, 03/30/2011,OSWEGO SPRINGS ASSISTED LIVING FACILITY, 02/20/2011
BC116480,PORTLAND,ALF, 04/12/2011,OSWEGO SPRINGS ASSISTED LIVING FACILITY, 02/03/2011
BC116641,PORTLAND,ALF, 06/13/2011,OSWEGO SPRINGS ASSISTED LIVING FACILITY, 01/19/2011
CO10042,PORTLAND,ALF, 02/17/2010,OSWEGO SPRINGS ASSISTED LIVING FACILITY, 02/10/2010
BC092896,PORTLAND,ALF, 12/18/2009,OSWEGO SPRINGS ASSISTED LIVING FACILITY, 12/10/2009
BC088901,PORTLAND,ALF, 11/05/2008,OSWEGO SPRINGS ASSISTED LIVING FACILITY, 09/29/2008
NB150844,BANDON,ALF, 07/15/2015,PACIFIC VIEW ASSISTED LIVING COMMUNITY, 04/08/2015
