Facility ID,FAC_CCMUNumber,FACID,FAC_Type,FAC_Capacity,Facility Name,Facility Address,"City, State, Zip",Other Service,County,Owner,Operator
50R322,50R322,50R322,RCF,23,Mountain View Residential Care Facility,1220 SE 282nd Ave.,"Gresham, OR 97080",,(503) 667-6894,"BME Enterprises,  Inc.",Fred T. & Elizabeth C. Asa
50R323,50R323,50R323,RCF,18,Prestige Senior Living Arbor Place Memory Care,3150 Juanipero Way,"Medford, OR 97504","MCC, ACU 18",(541) 773-5378,CHP Medford -Arbor Place OR Tenant Corp.,"Prestige Senior Living, L.L.C"
50R326,50R326,50R326,RCF,16,West Wind Enhanced Care,3130 Juanipero St.,"Medford, OR 97504",ECU 16,(541) 857-2887,"Ashland View Manor, Inc.","Ashland View Manor, Inc."
50R327,50R327,50R327,RCF,33,"Atrium at Flagstone, The",3325 Columbia View Dr.,"The Dalles, OR 97058","MCC, ACU 33",(541) 298-1535,"Flagstone Operations, LLC.","Milestone Retirement Communities, LLC"
50R328,50R328,50R328,RCF,15,Arbor House of Grants Pass,820 Gold Court,"Grants Pass, OR 97527","MCC, ACU 15",(541) 474-7005,"Pacific Living Centers, Inc.","Pacific Living Centers, Inc."
50R330,50R330,50R330,RCF,15,Elite Care Oatfield Estates-Ashland House,4398 SE Oatfield Hill Rd.,"Milwaukie, OR 97267",,(503) 785-0303,"Elite Care Oatfield Estates, LLC","Elite Care Management Group, LLC"
50R331,50R331,50R331,RCF,20,Dallas Retirement Village Memory Care Center,340 NW Brentwood Avenue,"Dallas, OR 97338","MCC, ACU 20",(503) 623-2901,"Dallas Health Care Center, LLC",Life Care Services
50R332,50R332,50R332,RCF,15,Heritage House of Woodburn,943 N. Cascade Dr.,"Woodburn, OR 97071","MCC, ACU 15",(503) 982-1175,"Pacific Living Centers, Inc.","Pacific Living Centers, Inc."
50R333,50R333,50R333,RCF,56,Laurel Pines Retirement Lodge,3100 Avenue A,"White City, OR 97503",,(541) 830-7802,"Laurel Pines, Inc.","Dakavia Management, Corp."
50R334,50R334,50R334,RCF,16,East Cascade Memory Care Community,175 NE 16th Street,"Madras, OR 97741","MCC, ACU 16",(541) 475-4289,"East Cascade Retirement Community, LLC","Senior Housing Managers, LLC"
50R336,50R336,50R336,RCF,31,Oswego Grove,4550 SW Carman Drive,"Lake Oswego, OR 97035","MCC, ACU 31",(503) 675-6077,"Avamere Lake Oswego Operations Investors, LLC","Avamere Lake Oswego Operations Investors, LLC"
50R339,50R339,50R339,RCF,15,Angeline Senior Living,501 3rd St.,"La Grande, OR 97850",,(541) 962-0542,"Angeline Senior Living, LLC","Angeline Senior Living, LLC"
50R340,50R340,50R340,RCF,30,Fanno Creek by Elite Care,12353 SW Grant St,"Tigard, OR 97223",,(503) 653-5705,"Elite Care Grant, LLC","Elite Care Management Group, LLC"
50R343,50R343,50R343,RCF,15,Autumn House of Grants Pass,PO Bx 1419 2268 Williams Hwy,"Grants Pass, OR 97528","MCC, ACU 15",(541) 474-6736,"Pacific Living Centers, Inc.","Pacific Living Centers, Inc."
50R344,50R344,50R344,RCF,32,Brookdale Redmond Clare Bridge,1942 SW Canyon Drive,"Redmond, OR 97756",ACU 32,(541) 316-4401,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
50R345,50R345,50R345,RCF,36,Middlefield Oaks Memory Care Community,1500 Village Drive,"Cottage Grove, OR 97424","MCC, ACU 36",(541) 767-1181,"Middlefield Oaks Assisted Living, LLC",Frontline Management
50R346,50R346,50R346,RCF,16,Cornerstone Residential Option,12640 SE Bush,"Portland, OR 97236",,(503) 761-6633,"Cornerstone Care Option, Inc","Cornerstone Care Option, Inc."
50R347,50R347,50R347,RCF,14,Bayberry Commons Memory Care,2211 Laura Street,"Springfield, OR 97477","MCC, ACU 14",(541) 744-7999,"Bayberry Commons, Inc.",Ridgeline Management Co.
50R348,50R348,50R348,RCF,22,Rock of Ages Mennonite Home,15600 SW Rock of Ages Rd.,"McMinnville, OR 97128","MCC, ACU 22",(503) 472-4797,"Bible Mennonite Fellowship, Inc.","Bible Mennonite Fellowship, Inc."
50R349,50R349,50R349,RCF,95,Touchmark at Mt. Bachelor Village,19800 SW Touchmark Way,"Bend, OR 97702","MCC, ACU 32",(541) 383-3434,"Touchmark at Mt. Bachelor Village, LLC","Touchmark Living Centers, Inc."
50R350,50R350,50R350,RCF,21,Hawthorne Gardens Memory Care Community,2828 SE Taylor Street,"Portland, OR 97214","MCC, ACU 14",(971) 222-0397,"GF Hawthorne Tenant, LLC","Artegan at Hawthorne Gardens, LLC"
50R351,50R351,50R351,RCF,45,Chantele's Loving Touch Memory Care,1128 W. Central Avenue,"Sutherlin, OR 97479","MCC, ACU 45",(541) 459-2187,"Chantele's Loving Touch Memory Care, Inc.","Chantele's Loving Touch Memory Care, Inc."
50R352,50R352,50R352,RCF,12,Pheasant Pointe Memory Care Community,835 E. Main Street,"Molalla, OR 97038","MCC, ACU 12",(503) 829-7392,"ARHC PPMOLOR01 TRS, LLC","FM Pheasant Pointe, LLC"
50R353,50R353,50R353,RCF,24,Cedar Village Memory Care Community,4452 Lancaster Drive NE,"Salem, OR 97301","MCC, ACU 24",(503) 390-9152,"ARHC CVSALOR01 TRS, LLC","FM Cedar Village, LLC"
50R355,50R355,50R355,RCF,16,Riverside Living,23500 NE Halsey St.,"Wood Village, OR 97060",,(360) 891-7162,"Riverside Living, Inc.","Riverside Living, Inc."
50R356,50R356,50R356,RCF,15,Harmony House of Salem,3062 Hyacinth St. NE,"Salem, OR 97301","MCC, ACU 15",(503) 588-0755,"Pacific Living Centers, Inc.","Pacific Living Centers, Inc."
50R357,50R357,50R357,RCF,28,McLoughlin Memory Care,1145 Molalla Avenue,"Oregon City, OR 97045","MCC, ACU 28",(503) 656-6939,"McLoughlin Place Operations, LLC","Milestone Retirement Communities, LLC"
50R358,50R358,50R358,RCF,52,Fircrest Memory Care,213 NE Fircrest Drive,"McMinnville, OR 97128","MCC, ACU 52",(503) 883-9462,"Fircrest Community Living, Inc.","Fircrest Community Living, Inc."
50R359,50R359,50R359,RCF,25,Spruce Point Memory Care,375 9th Street,"Florence, OR 97439","MCC, ACU 25",(541) 997-5747,"Spruce Point, Inc.",Prestige Care Inc.
50R360,50R360,50R360,RCF,20,Russellville Park West Memory Care,23 SE 103rd,"Portland, OR 97216","MCC, ACU 20",(503) 255-7098,"Russellvillle III, LLC","Leisure Care, LLC"
50R361,50R361,50R361,RCF,12,Footsteps at Tanasbourne,1950 NW 192nd Avenue,"Hillsboro, OR 97006","MCC, ACU 12",(503) 629-1515,"Springs at Tanasbourne II, LLC","The Springs Living, LLC"
50R363,50R363,50R363,RCF,30,Manor Terrace Care Suites,1250 Mira Mar Avenue,"Medford, OR 97504",,(541) 857-7599,Rogue Valley Manor,"Pacific Retirement Services, Inc."
50R364,50R364,50R364,RCF,8,Summit Springs Village MCU,120 S. Church St.,"Condon, OR 97823","MCC, ACU 8",(541) 384-2102,Summit Springs Village Corporation,Summit Springs Village Corporation
50R365,,,,,Churchill Estates Residential Care,3800 Westleigh,"Eugene, OR 97405","MCC, ACU 44",(541) 344-0215,"Churchill Management, Inc.","Churchill Retirement Services, LLC"
50R366,50R366,50R366,RCF,44,Tanner Spring Memory Care,23000 Horizon Drive,"West Linn, OR 97068","MCC, ACU 44",(503) 655-4175,Sequoia Heights Capital Partners,"TS Management, LLC"
50R367,50R367,50R367,RCF,48,Arbor Oaks Terrace Memory Care,317 Werth Blvd.,"Newberg, OR 97132","MCC, ACU 48",(503) 538-2226,"Newberg Memory Associates, LLC","Frontier Management, LLC"
50R368,50R368,50R368,RCF,35,Brightcreek at Sea View,98059 Gerlach Lane,"Brookings, OR 97415","MCC, ACU 35",(541) 469-4522,"Sea View Assisted Living Community, LLC","Seasons Management, LLC"
50R369,50R369,50R369,RCF,40,Hillside Care Manor,800 NW 25th Avenue,"Portland, OR 97210",ACU 25,(503) 688-5096,"Peaks and Valleys, LLC","Peaks and Valleys, LLC"
50R370,50R370,50R370,RCF,16,Roxy Ann Memory Community,2530 Lone Pine Road,"Medford, OR 97504","MCC, ACU 16",(541) 858-7992,"Roxy Ann Memory Community, LLC","Roxy Ann Memory Community, LLC"
50R371,50R371,50R371,RCF,15,Applegate House of Grants Pass,1635 Kellenbeck Avenue,"Grants Pass, OR 97528","MCC, ACU 15",(541) 474-6742,"Pacific Living Centers, Inc.","Pacific Living Centers, Inc."
50R372,50R372,50R372,RCF,16,Kinsington Place,827 SW Kinsington Court,"Grants Pass, OR 97526","MCC, ACU 16",(541) 955-9865,"Heirloom Living Centers, LLC","Heirloom Living Centers, LLC"
50R373,50R373,50R373,RCF,20,Silver Creek Memory Care Community,703 Evergreen Rd.,"Woodburn, OR 97071","MCC, ACU 20",(503) 982-0172,"FC Ranger OPS Silver Creek(OR), LLC","Silver Creek Care Properties, LLC"
50R374,50R374,50R374,RCF,40,Revere Court of Portland,11547 NE Glisan Street,"Portland, OR 97220","MCC, ACU 40",(503) 257-3127,"Chancellor Health Care of California X, Inc.","Chancellor Health Care, Inc,"
50R375,50R375,50R375,RCF,45,RN Villa Care Center,401 NE 139th Avenue,"Portland, OR 97230",,(503) 206-5442,"RN Villa Care Center, LLC","RN Villa Care Center, LLC"
50R376,50R376,50R376,RCF,22,Hawthorne House,2635 21st Avenue,"Forest Grove, OR 97116","MCC, ACU 22",(503) 357-9046,"Hawthorne House, LLC","Caring Places Management, LLC"
50R377,50R377,50R377,RCF,32,Footsteps at Clackamas Woods,14314 SE Webster Road,"Milwaukie, OR 97267","MCC, ACU 32",(503) 653-3425,"TSL Clack OPS, LLC","The Springs Living, LLC"
50R378,50R378,50R378,RCF,60,Adara Oaks Manor,931 NE Linden Avenue,"Gresham, OR 97030",,(503) 512-7477,"Adara Oaks Manor, LLC","Adara Oaks Manor, LLC"
50R379,50R379,50R379,RCF,84,Fern Gardens Memory Care,2636 Table Rock Rd,"Medford, OR 97504","MCC, ACU 84",(541) 773-5724,"Fern Gardens Memory Care, LLC",Ridgeline Management Co.
50R380,50R380,50R380,RCF,20,Countryside Living South,406 NW 2nd Avenue,"Canby, OR 97013","MCC, ACU 20",(503) 266-4000,"Countryside Living of Canby, LLC","Countryside Living of Canby, LLC"
50R381,50R381,50R381,RCF,16,Maryville Memory Care,14645 SW Farmington Road,"Beaverton, OR 97007","MCC, ACU 16",(503) 520-1435,Sisters of St. Mary of Oregon Maryville Corp.,Sisters of St. Mary of Oregon Maryville Corp.
50R382,50R382,50R382,RCF,48,Washington Gardens Memory Care,9000 SW 91st Avenue,"Tigard, OR 97223","MCC, ACU 48",,"Tigard Memory Associates, LLC","Frontier Management, LLC"
50R383,50R383,50R383,RCF,28,Royalton Place Memory Care,5555 SE King Rd,"Milwaukie, OR 97222","MCC, ACU 28",(503) 786-1670,"BDC/Milwaukie, LLC","Royalton Place Management, LLC"
50R384,50R384,50R384,RCF,20,Senior Haven Residential Care Facility,12140 SE Foster Road,"Portland, OR 97266",,(503) 254-3607,"Senior Haven RCF, LLC","Senior Haven RCF, LLC"
50R385,50R385,50R385,RCF,24,Bonaventure of Salem Memory Care,3411 Boone Rd SE,"Salem, OR 97317","MCC, ACU 24",(503) 480-0104,"Bonaventure of Salem, LLC",Bonaventure Senior Living
50R386,50R386,50R386,RCF,7,Thanksgiving House,184 N 2nd St,"St. Helens, OR 97051",,(971) 228-2291,Cecile Molden,Cecile Molden
50R387,50R387,50R387,RCF,13,"Griffin House, The",6630 Alderbrook Road,"Tillamook, OR 97141",,,The Griffin House LLC,The Griffin House LLC
50R388,50R388,50R388,RCF,10,Gateway 2 Healthier Living,608 N Cloverleaf Loop,"Springfield, OR 97477",ECU 10,(541) 744-0220,"Gateway Assisted Living, Inc","Gateway Assisted Living, Inc."
50R389,50R389,50R389,RCF,33,Cherry Park Plaza,1323 SW Cherry Park Road,"Troutdale, OR 97060","MC, ACU 14",,"CHGCXA Troutdale, LLC","CHG Management Company I, LLC"
50R390,50R390,50R390,RCF,56,Mt. Bachelor Memory Care,20225 Powers Road,"Bend, OR 97702","MCC, ACU 56",(541) 318-3348,"MBMC 1, LLC","Frontier Management, LLC"
50R391,50R391,50R391,RCF,10,Wallowa Valley Senior Living Memory Care,605 Medical Parkway,"Enterprise, OR 97828","MCC, ACU 10",(541) 426-0411,Wallowa County Health Care District,"Marathon Enterprise, LLC"
50R393,50R393,50R393,RCF,27,Jennings McCall RCF,2300 Masonic Way,"Forest Grove, OR 97116","MCC, ACU 14",(503) 359-8552,Grand Lodge of AF & AM of Oregon,"Aidan Health Services, Inc."
50R394,50R394,50R394,RCF,10,Valley View Memory Care,112 Valley View Drive,"John Day, OR 97845","MCC, ACU 10",(541) 575-5558,"Valley View Investors, LLC","Ageia Health Services, LLC"
50R395,50R395,50R395,RCF,28,Four Seasons RCF Evergreen,2855 Evergreen Ave NE,"Salem, OR 97301",,(503) 371-7355,Four Seasons RCF Evergreen,Four Seasons RCF Evergreen
50R396,50R396,50R396,RCF,39,Whitewood Gardens,2027 SE 174th Ave.,"Portland, OR 97233",,(503) 206-8912,"Whitewood Group, LLC","Whitewood Group, LLC"
50R397,50R397,50R397,RCF,31,Footsteps at Sherwood,15677 SW Oregon,"Sherwood, OR 97140","MCC, ACU 21",(503) 625-1372,"HSRE-Springs II at Sherwood Sub-TRS, LLC","The Springs Living, LLC"
50R398,50R398,50R398,RCF,16,Footsteps at Carman Oaks,3900 SW Carman Drive,"Lake Oswego, OR 97035","MCC, ACU 16",,"HSRE-Springs II at Lake Oswego Sub-TRS, LLC","The Springs Living, LLC"
50R399,50R399,50R399,RCF,25,Footsteps at Mill Creek,1021 W 10th Street,"The Dalles, OR 97058","MCC, ACU 25",,"HSRE-Springs II at the Dalles, LLP","The Springs Living, LLC"
50R400,50R400,50R400,RCF,15,Vista View Mood & Memory Care,4439 Hamrick Rd,"Central Point, OR 97502","MCC, ACU 15",(541) 664-1563,Kathleen Howard,Kathleen Howard
50R401,50R401,50R401,RCF,26,Marie Rose Residential Care,17360 Holy Names Drive,"Lake Oswego, OR 97034",,(503) 534-3937,"Mary's Woods at Marylhurst, Inc.","Mary's Woods at Marylhurst, Inc."
50R402,50R402,50R402,RCF,18,Grace Manor,2811 Bailey Lane,"Eugene, OR 97401",,(541) 338-9003,"Grace Manor Lease Interests, LL","Senior Housing Managers, LLC"
50R403,50R403,50R403,RCF,44,Brookdale Geary Street Memory Care,2445 Geary St SE,"Albany, OR 97321","MCC, ACU 44",(541) 926-8300,"Brookdale Senior Living Communities, Inc.","Brookdale Senior Living Communities, Inc."
50R404,50R404,50R404,RCF,32,Coral Springs Residential Care,2520 Coral Ave. NE,"Salem, OR 97305",,(503) 362-8008,"Sweet Bye N Bye AFC & RCF Facilities, Inc.","Sweet Bye N Bye AFC & RCF Facilities, Inc."
50R405,50R405,50R405,RCF,15,Elite Care Oatfield Estates Larch House,4405 SE Oatfield Hill Rd,"Milwaukie, OR 97267",,(503) 653-5705,"Elite Care OE2, LLC","Elite Care OE2, LLC"
50R406,50R406,50R406,RCF,15,Elite Care Oatfield Estates Tabor House,4425 SE Oatfield Hill Rd,"Milwaukie, OR 97267",,(503) 653-5705,Elite Care OE2 LLC,"Elite Care OE2, LLC"
50R407,50R407,50R407,RCF,15,Bartlett House of Medford Memory Care Community,3465 Lone Pine Rd,"Medford, OR 97504","MCC, ACU 15",(541) 245-9819,"Pacific Living Centers, Inc.","Pacific Living Centers, Inc."
50R408,50R408,50R408,RCF,15,Bee Hive Homes of Baker City,3078 Resort St.,"Baker City, OR 97814",,(541) 523-1508,"The Home Place in Baker, LLC",Bee Hive Homes of Baker City
50R409,50R409,50R409,RCF,48,Heartwood Place,2325 Boones Ferry Road,"Woodburn, OR 97071","MCC, ACU 48",(503) 980-9995,WMC Operating Company LLC,"Benicia Senior Living, LLC"
50R410,50R410,50R410,RCF,21,McKenzie Living,6452 "A" Street,"Springfield, OR 97478",,(541) 744-0220,"McKenzie Living, Inc.","McKenzie Living, Inc. "
50R411,50R411,50R411,RCF,64,Waterford Grand Memory Care,600 Waterford Way,"Eugene, OR 97401","MCC, ACU 64",(541) 654-0112,"BDC/EUGENE, LLC",BPM Senior Living Company
50R412,50R412,50R412,RCF,16,Sunset Estates,281 Sunset Dr.,"Ontario, OR 97914","MCC, ACU 16",(541) 889-6662,"CARE 3, LLC","CARE 3, LLC"
50R413,50R413,50R413,RCF,38,Parkview Memory Care at Cherrywood Village,10721 SE Cherry Blossom Dr.,"Portland, OR 97216","MCC, ACU 38",(503) 946-0215,"PAR, LLC","PAR, LLC"
50R414,50R414,50R414,RCF,48,"Arbor at Avamere Court, The",450 Claggett Court N,"Keizer, OR 97303","MC, ACU 48",(503) 390-1271,"Keizer River Operations, LLC","Keizer River Operations, LLC"
50R416,50R416,,RCF,56,"Cherrywood Memory Care, The",2750 NE Doran Drive,"McMinnville, OR 97128","MCC, ACU 56",(503) 883-9462,"Cherrywood, Inc., The","Cherrywood, Inc., The"
50R417,50R417,,RCF,34,Advocate Care,13033 South East Holgate Blvd,"Portland, OR 97236",,(971) 271-8602,"Advocate Care, LLC","Advocate Care, LLC"
50R418,50R418,,RCF,64,Windsong at Eola Hills,2030 Wallace Road NW,"Salem, OR 97304","MCC, ACU 64",(503) 912-4535,"West Salem Memory Care, LLC","Aidan Health Services, Inc."
50R421,50R421,,RCF,32,Clatsop Care Memory Community,2219 SE Dolphin Road,"Warrenton, OR 97146","MCC, ACU 32",(503) 468-0103,Clatsop Care Center Health District,Clatsop Care Center Health District
50R430,50R430,,RCF,23,Bonaventure of Albany Memory Care,420 Geri Street,"Albany, OR 97321","MCC, ACU 23",(541) 497-5601,Mountain West Retirement Corporation,Bonaventure Senior Living
50R432,50R432,,RCF,23,Bonaventure of Tigard Memory Care,15000 SW Hall Blvd,"Tigard, OR 97224",ACU 23,(503) 214-4201,"Bonaventure of Tigard, LLC",Bonaventure Senior Living
50R433,50R433,,RCF,68,Waterhouse Ridge Memory Care Community,1115 NW 158th Avenue,"Beaverton, OR 97006",ACU 68,,"Waterhouse Ridge Memory Care, LLC",Frontline Management
5MA003,5MA003,5MA003,RCF,40,Ashley Manor - Sage,1355 SW Sage,"Hermiston, OR 97838",,(541) 567-3252,"Ashley Manor, LLC","Ashley Manor, L.L.C."
5MA016,5MA016,5MA016,RCF,15,Clarendon Court Alzheimer's Residence,5732 SE 122nd Ave,"Portland, OR 97236","MCC, ACU 15",(503) 206-6950,"Clarendon Court Alzheimer's Residence, LLC","Clarendon Court Alzheimer's Residence, LLC"
5MA024,5MA024,5MA024,RCF,62,Curry Manor,1458 Quail Lane,"Roseburg, OR 97470","MCC, ACU 47",(541) 440-9684,"TSL Curry Manor, LLC","Tierra Senior Living, LLC"
5MA031,5MA031,5MA031,RCF,76,Farmington Square - Gresham,1655 NE 18th,"Gresham, OR 97030","MCC, ACU 38",(503) 492-2172,"RSL Gresham, LLC","Radiant Senior Living, Inc."
5MA042,5MA042,50R042,RCF,130,Gateway Living,611 N Cloverleaf Loop,"Springfield, OR 97477","MCC, ACU 70",(541) 744-0220,"Gateway Assisted Living, Inc","Gateway Assisted Living, Inc."
5MA043,5MA043,5MA043,RCF,102,Providence ElderPlace in Glendoveer,13007 NE Glisan St,"Portland, OR 97230",,(503) 215-7851,Providence Health & Services - Oregon,Providence Health & Services - Oregon
5MA051,5MA051,5MA051,RCF,40,Harvest Homes RCF,6921 N Roberts,"Portland, OR 97203","MCC, ACU 20",(503) 286-1110,"Harvest Homes, Inc.","Harvest Homes, Inc."
5MA080,5MA080,50R080,RCF,28,Lydia's House,5353 SE Columbus St,"Albany, OR 97321","MCC, ACU 28",(541) 917-1399,"Mennonite Home Of Albany, Inc.","Mennonite Home Of Albany, Inc."
5MA106,5MA106,5MA106,RCF,65,Southtowne Living Center,360 W 28th,"Eugene, OR 97405","MCC, ACU 65",(541) 312-0077,"Eugene Southtowne Living Center, LLC","Ageia Health Services, LLC"
5MA107,5MA107,5MA107,RCF,85,St. Andrews Memory Care,7617 SE Main St,"Portland, OR 97215","MCC, ACU 85",(503) 257-9221,"Pacifica Senior Living, LLC","Pacifica Senior Living, LLC"
5MA130,5MA130,5MA130,RCF,15,Brookdale McMinnville City Center Memory Care,721 NE 27th St.,"McMinnville, OR 97128",ACU 15,(503) 435-0200,"Brookdale Senior Living Communities, Inc.","Brookdale Senior Living Communities, Inc."
5MA131,5MA131,5MA131,RCF,48,Pelican Pointe Memory Care Community,615 Washburn Way,"Klamath Falls, OR 97603","MCC, ACU 48",(541) 850-2459,"ARHC PPKLAOR01 TRS, LLC","FM Pelican, LLC"
5MA137,5MA137,5MA137,RCF,30,Pacific View Memory Care Community,1000 6th Ave West,"Bandon, OR 97411","MCC, ACU 30",(541) 347-7802,"Bandon Senior Living, LLC","Seasons Management, LLC"
5MA146,5MA146,5MA146,RCF,110,Brookdale Forest Grove,3110 19th Ave,"Forest Grove, OR 97116",,(503) 359-1407,"Brookdale Senior Living Communities, Inc.","Brookdale Senior Living Communities, Inc."
5MA151,5MA151,5MA151,RCF,57,Brookstone Alzheimer's Special Care Center,5881 SE Woodside Dr,"Salem, OR 97301","MCC, ACU 57",(503) 589-1753,Salem Associates LLC,"Jerry Erwin Associates, Inc."
5MA160,5MA160,5MA160,RCF,114,Pacifica Senior Living Portland,1808 SE 182nd Ave,"Portland, OR 97233","MCC, ACU 114",(503) 492-2810,"Pacifica Senior Living, LLC","Pacifica Senior Living, LLC"
5MA161,5MA161,50R161,RCF,32,Skylark Memory Care,950 Skylark Place,"Ashland, OR 97520","MCC, ACU 32",(541) 552-1058,"Ashland Assisted Living, LLC","Mission Senior Living, LLC"
5MA162,5MA162,5MA162,RCF,50,"Atrium at McLoughlin Place, The",1153 Molalla Ave,"Oregon City, OR 97045","MCC, ACU 50",(503) 656-6939,"McLoughlin Place Operations, LLC","Milestone Retirement Communities, LLC"
5MA166,5MA166,5MA166,RCF,14,Ashley Manor - Alameda,1310 SW 12th Ave,"Ontario, OR 97914",,(541) 889-6302,"Ashley Manor, L.L.C.","Ashley Manor, L.L.C."
5MA170,5MA170,50R170,RCF,37,Brookdale McMinnville Westside,320 SW Hill Road,"McMinnville, OR 97128","MCC, ACU 37",(503) 472-3929,"Brookdale Senior Living Communities, Inc.","Brookdale Senior Living Communities, Inc."
5MA205,5MA205,5MA205,RCF,60,Brookdale Salem,1355 Boone Rd SE,"Salem, OR 97302","MCC, ACU 60",(503) 365-7600,"Brookdale Senior Living Communities, Inc.","Brookdale Senior Living Communities, Inc."
5MA206,5MA206,5MA206,RCF,10,Ashley Manor - Well Springs,2110 SW 2nd Avenue,"Ontario, OR 97914",,(541) 881-9165,"Ashley Manor, L.L.C.","Ashley Manor, L.L.C."
5MA207,5MA207,5MA207,RCF,56,Cedar Crest Alzheimer Special Care,18325 SW Pacific HWY,"Tualatin, OR 97062","MCC, ACU 56",(503) 625-2301,"Tualatin Associates, LLC",JEA Senior Living
5MA213,5MA213,5MA213,RCF,42,Powell Valley Memory Care Community,4001 SE 182nd Ave,"Gresham, OR 97030","MCC, ACU 42",(503) 661-8720,PVALC-LLC,"Care Wise Management, Inc."
5MA215,5MA215,5MA215,RCF,55,Baycrest Memory Care,955 Kentucky Avenue,"Coos Bay, OR 97420","MCC, ACU 55",(541) 756-7715,"Bay Area Properties, LLC","Radiant Senior Living, Inc."
5MA217,5MA217,5MA217,RCF,51,Footsteps at The Wilsonville,7600 Vlahos Drive,"Wilsonville, OR 97070","MCC, ACU 51",(503) 582-9236,"HSRE-Springs at Wilsonville Sub-TRS, LLC","The Springs Living, LLC"
5MA221,5MA221,5MA221,RCF,42,Aspen Ridge Memory Care,1025 NE Purcell Blvd,"Bend, OR 97701","MCC, ACU 42",(541) 312-6674,"FM Aspen MC, LLC","Frontier Management, LLC"
5MA222,5MA222,5MA222,RCF,55,Ocean Park,984 Parkview Drive,"Brookings, OR 97415","MCC, ACU 55",(541) 469-3768,"ARHC OPBROOR01 TRS, LLC",Ocean Park Care Properties
5MA223,5MA223,5MA223,RCF,60,Pacific Gardens Alzheimer's Special Care Center,17309 NE Glisan,"Portland, OR 97230","MCC, ACU 60",(503) 253-4819,"Erwin Family Properties II, LLC",JEA Senior Living
5MA233,5MA233,5MA233,RCF,30,Ashley Manor - Roseburg,427 SE Ramp St.,"Roseburg, OR 97470",,(541) 672-2713,Ashley Manor LLC,Ashley Manor LLC
5MA238,5MA238,5MA238,RCF,15,Ashley Manor - Meadow Lakes,228 SW Meadow Lakes Drive,"Prineville, OR 97754",,(541) 447-1546,"Ashley Manor, L.L.C.","Ashley Manor, L.L.C."
5MA240,5MA240,5MA240,RCF,48,Callahan Court Memory Care Comm.,1770 NW Valley View Drive,"Roseburg, OR 97470","MCC, ACU 48",(541) 673-3105,LSREF Golden Ops 14(OR) LLC,"Frontier Management, LLC"
5MA241,5MA241,5MA241,RCF,15,Ashley Manor - Oak,572 NE Oak Street,"Madras, OR 97741",,(541) 475-3981,"Ashley Manor, L.L.C.","Ashley Manor, L.L.C."
5MA242,5MA242,5MA242,RCF,56,"Gardens Enhanced Care Community, The",3334 22nd Ave,"Forest Grove, OR 97116","MCC, ACU 56",(503) 357-6996,"The Grove Assisted Living, L.L.C.","Heights Management, Inc."
5MA243,5MA243,5MA243,RCF,79,Quail Park Memory Care Residences,2630 Lone Oak Way,"Eugene, OR 97404","MCC, ACU 79",(541) 607-5025,"Laurel Court of Eugene, LLC",Living Care Management
5MA245,5MA245,5MA245,RCF,24,Avamere at Sherwood,16500 SW Century Drive,"Sherwood, OR 97140","MCC, ACU 24",(503) 625-6565,"Avamere Sherwood Operations, LLC","Avamere-Sherwood Operations, LLC"
5MA246,5MA246,5MA246,RCF,14,Ashley Manor - Brookhurst,2146 Brookhurst,"Medford, OR 97504",,(541) 773-7438,"Ashley Manor, L.L.C.","Ashley Manor, L.L.C."
5MA249,5MA249,5MA249,RCF,24,Avamere at Sandy,17727  SE Langensand Rd,"Sandy, OR 97055","MCC, ACU 24",(503) 668-7758,"Avamere-Sandy Operations, LLC","Avamere Sandy Operations, LLC"
5MA252,5MA252,5MA252,RCF,24,Courtyard at Mt.Tabor Garden House,6323 SE Division,"Portland, OR 97206","MCC, ACU 20",(503) 788-8711,"Courtyard Assisted Members, LLC","Integral Senior Living, LLC"
5MA254,5MA254,5MA254,RCF,60,Brookdale Roseburg,3400 NW Edenbower Blvd.,"Roseburg, OR 97470","MCC, ACU 60",(541) 464-5858,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
5MA255,5MA255,5MA255,RCF,15,Ashley Manor - Heidi Lane,2144 NW Heidi Lane,"Grants Pass, OR 97526",,(541) 955-0774,"Ashley Manor, L.L.C.","Ashley Manor, L.L.C."
5MA259,5MA259,5MA259,RCF,22,Avamere at Newberg,730 Foothills Dr.,"Newberg, OR 97132","MCC, ACU 22",(503) 554-0436,"Genesis Newberg Operations Company, LLC","Genesis Newberg Operations Company, LLC"
5MA261,5MA261,5MA261,RCF,24,Avamere at Hillsboro,2000 SE 30th Avenue,"Hillsboro, OR 97123","MCC, ACU 24",(503) 640-6654,"Avamere-Hillsboro Operations, LLC","Avamere-Hillsboro Operations, LLC"
5MA266,5MA266,5MA266,RCF,30,Wildflower Lodge,508 16th St,"LaGrande, OR 97850","MCC, ACU 30",(541) 962-0242,LSREF Golden Ops 14 (OR) LLC,"SLH Rainier Manager, LLC"
5MA269,5MA269,5MA269,RCF,64,Brookdale Grants Pass Pointe,1400 Redwood Circle,"Grants Pass, OR 97527","MCC, ACU 64",(541) 956-0190,"S-H OpCo Spring Pointe, LLC","Brookdale Senior Living Communities, Inc."
